Row Labels,Acb,Act,At,Ba,Bg,Bl,Bp,Cw,Dr,Ep,Fd,Hm,Hw,La,Lt,Lw,Mb,Pa,Pl,Pw,Py,Qg,Ra,Sb,Se,Ss,Sw,Sx,Sxs,Yc
ICHmc2/51,,,1,1,,2,,,,1,,,2,,,,,,3,,,,,,,,,2,,
ICHmc2/52,,1,1,1,,2,,2,,1,,,2,,,,,,2,,,,,,,,,3,,
ICHmc2/53,,1,1,1,,2,,2,,1,,,2,,,,,,2,,,,,,,,,3,,
ICHmc2/54,,1,1,1,,2,,3,,1,,,2,,,,,,2,,,,,,,,,3,,
ICHmk1/01,,1,3,,,2,,1,,1,3,,,,,3,,,3,,1,,,,,,,3,,
ICHmk1/01-YS ,,1,1,,,3,,1,,1,3,,,,,3,,,3,,,,,,,,,3,,
ICHmk1/02,,,,,,1,,,,,3,,,,,,,,3,,1,,,,,,,1,,
ICHmk1/03,,,1,,,1,,1,,1,3,,,,,3,,,3,,1,,,,,,,2,,
ICHmk1/04,,,1,,,2,,1,,1,3,,,,,3,,,3,,1,,,,,,,2,,
ICHmk1/05,,1,1,,,2,,1,,1,2,,,,,2,,,3,,,,,,,,,3,,
ICHmk1/06,,1,1,,,2,,1,,1,2,,,,,2,,,3,,,,,,,,,3,,
ICHmk1/07,,1,1,,,2,,1,,1,2,,,,,3,,,3,,,,,,,,,3,,
ICHmk2/01,,1,1,,,2,,1,,1,3,,,,,1,,,3,,,,,,,,,3,,
ICHmk2/02,,,1,,,1,,,,1,3,,,,,,,,3,,,,,,,,,1,,
ICHmk2/03,,,1,,,1,,1,,1,3,,,,,,,,3,,,,,,,,,2,,
ICHmk2/04,,,1,,,2,,1,,1,3,,,,,1,,,3,,,,,,,,,2,,
ICHmk2/05,,1,1,,,2,,1,,1,3,,,,,,,,3,,,,,,,,,3,,
ICHmk2/06,,1,1,,,2,,1,,1,2,,,,,,,,3,,,,,,,,,3,,
ICHmk3/01,,1,1,,,2,,2,,1,3,,,,,,,,3,,,,,,,,,3,,
ICHmk3/02,,,1,,,1,,,,,3,,,,,,,,3,,,,,,,,,1,,
ICHmk3/03,,,1,,,1,,1,,,3,,,,,,,,3,,,,,,,,,1,,
ICHmk3/04,,1,1,,,2,,2,,1,3,,,,,,,,2,,,,,,,,,3,,
ICHmk3/05,,1,1,,,2,,2,,,,,,,,,,,3,,,,,,,,,3,,
ICHmk3/06,,1,1,,,2,,2,,1,3,,,,,,,,2,,,,,,,,,3,,
ICHmk3/07,,1,,,,2,,2,,,,,,,,,,,2,,,,,,,,,3,,
ICHmm/01,,,1,,,2,,2,,1,3,,2,,,,,,3,,,,,,,,,3,,
ICHmm/02,,,1,,,1,,1,,1,3,,2,,,,,,3,,,,,,,,,1,,
ICHmm/03,,,1,,,2,,1,,1,3,,3,,,,,,3,,,,,,,,,2,,
ICHmm/04,,1,1,,,2,,3,,1,2,,3,,,,,,2,1,,,,,,,,3,,
ICHmm/05,,1,1,,,2,,3,,1,2,,3,,,,,,2,,,,,,,,,3,,
ICHmm/06,,1,,,,2,,3,,,,,3,,,,,,3,,,,,,,,,3,,
ICHmm/07,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,3,,
ICHmm/08,,,,,,2,,3,,,,,3,,,,,,2,,,,,,,,,3,,
ICHmw1/01,,,1,,,1,,2,,1,3,,1,,,2,,,3,2,,,,,,,,2,,
ICHmw1/02,,,1,,,1,,1,,1,3,,1,,,1,,,2,2,,,,,,,,1,,
ICHmw1/03,,,1,,,2,,1,,1,3,,1,,,2,,,3,2,,,,,,,,2,,
ICHmw1/04,,,1,,,1,,1,,1,3,,1,,,2,,1,3,2,,,,,,,,1,,
ICHmw1/05,,1,1,,,2,,3,,1,3,,3,,,,,,2,2,,,,,,,,3,,
ICHmw1/06,,1,1,,,3,,3,,1,3,,3,,,1,,,2,2,,,,,,,,3,,
ICHmw1/07,,1,1,,,2,,3,,1,2,,3,,,,,,2,,,,,,,,,3,,
ICHmw2/101,,1,1,,,1,,2,,1,3,,2,,,3,,,,2,,,,,,,,2,,
ICHmw2/102,,,1,,,,,,,,3,,,,,2,,,3,,1,,,,,,,,,
ICHmw2/103,,,1,,,,,1,,1,3,,,,,3,,,1,1,1,,,,,,,,,
ICHmw2/104,,,1,,,1,,2,,1,3,,2,,,3,,,1,2,1,,,,,,,1,,
ICHmw2/110,,1,1,,,1,,3,,1,2,,2,,,2,,,,2,,,,,,,,2,,
ICHmw2/111,,1,1,,,1,,3,,1,1,,2,,,1,,,,2,,,,,,,,3,,
ICHmw2/112,,1,,,,2,,2,,,,,1,,,,,,,,,,,,,,,3,,
ICHmw2/113,,1,,,,2,,3,,,,,2,,,,,,,,,,,,,,,3,,
ICHmw2/114,,1,,,,2,,3,,,,,2,,,,,,,,,,,,,,,3,,
ICHmw3/01,,1,1,,,1,,2,,1,3,,2,,,2,,,2,1,,,,,,,,2,,
ICHmw3/01-YC,,1,1,,,1,,2,,1,3,,2,,,2,,,2,1,,,,,,,,2,,
ICHmw3/02,,,,,,,,1,,1,3,,,,,,,,3,1,2,,,,,,,,,
ICHmw3/03,,,3,,,1,,1,,3,3,,1,,,2,,,3,1,,,,,,,,1,,
ICHmw3/04,,,1,,,1,,1,,1,3,,1,,,2,,,3,1,,,,,,,,2,,
ICHmw3/05,,1,1,,,2,,2,,1,3,,2,,,2,,,2,1,,,,,,,,2,,
ICHmw3/06,,1,1,,,2,,3,,1,3,,3,,,1,,,2,1,,,,,,,,3,,
ICHmw3/07,,1,1,,,2,,3,,1,2,,2,,,1,,,2,1,,,,,,,,3,,
ICHmw3/08,,1,1,,,2,,3,,1,,,3,,,,,,3,1,,,,,,,,3,,
ICHmw4/101,,1,1,,1,1,,3,,1,3,,2,,,3,,,2,2,,,,,,,,2,,
ICHmw4/102,,,,,,,,,,,3,,,,,2,,,2,,1,,,,,,,,,
ICHmw4/103,,,1,,,1,,1,,1,3,,,,,3,,,1,1,1,,,,,,,,,
ICHmw4/104,,,1,,1,1,,2,,1,3,,1,,,3,,,1,2,1,,,,,,,1,,
ICHmw4/110,,1,1,,1,1,,3,,1,2,,2,,,2,,,,1,,,,,,,,3,,
ICHmw4/111,,,,,,2,,1,,,,,1,,,,,,,,,,,,,,,3,,
ICHmw4/112,,1,1,,,1,,3,,1,1,,2,,,1,,,,1,,,,,,,,3,,
ICHmw4/113,,1,1,,,2,,1,,1,,,1,,,,,,,,,,,,,,,3,,
ICHmw4/114,,1,1,,,2,,2,,1,,,2,,,,,,,,,,,,,,,3,,
ICHmw5/101,,1,1,,1,1,,2,,1,3,,1,,,3,,,2,2,,,,,,,,2,,
ICHmw5/102,,,1,,,,,,,1,3,,,,,2,,,2,,1,,,,,,,,,
ICHmw5/103,,,1,,,,,,,1,3,,,,,3,,,2,1,1,,,,,,,,,
ICHmw5/104,,,1,,1,1,,1,,1,3,,1,,,3,,,2,2,,,,,,,,1,,
ICHmw5/110,,1,1,,,1,,3,,1,2,,2,,,2,,,1,1,,,,,,,,3,,
ICHmw5/111,,1,1,,,2,,3,,1,2,,2,,,2,,,,1,,,,,,,,3,,
ICHmw5/112,,1,1,,,2,,,,1,,,1,,,,,,,,,,,,,,,3,,
ICHmw5/113,,1,1,,,2,,3,,1,,,2,,,,,,,,,,,,,,,3,,
ICHvc/01,,1,1,,,3,,,,1,,1,2,,,,,,,,,,,,,,,2,,
ICHvc/02,,,1,,,3,,,,1,,1,3,,,,,,2,,,,,,,,,2,,
ICHvc/03,,1,1,,,3,,,,1,,,1,,,,,,,,,,,,,,,2,,
ICHvc/04,,1,1,,,3,,,,1,,,,,,,,,,,,,,,,,,2,,
ICHvc/05,,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,2,,
ICHvc/06,,1,1,,,3,,,,1,,,,,,,,,,,,,,,,,,2,,
ICHvc/51,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,
ICHvc/52,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,
ICHvk1/01,,1,3,,,2,,3,,3,2,,2,,,,,,,1,,,,,,,,3,,
ICHvk1/02,,1,3,,,2,,2,,3,3,,2,,,1,,,1,1,,,,,,,,2,,
ICHvk1/03,,1,3,,,2,,3,,3,3,,3,,,1,,,1,1,,,,,,,,3,,
ICHvk1/04,,1,3,,,2,,3,,3,3,,3,,,1,,,,1,,,,,,,,3,,
ICHvk1/05,,1,1,,,2,,3,,1,,,2,,,,,,,1,,,,,,,,3,,
ICHvk1/06,,1,1,,,2,,3,,1,,,3,,,,,,1,1,,,,,,,,3,,
ICHvk2/01,,1,1,,,2,,3,,1,3,,3,,,1,,,2,2,,,,,,,,3,,
ICHvk2/02,,,,,,,,1,,,3,,3,,,,,,2,,,,,,,,,1,,
ICHvk2/03,,,1,,,1,,1,,1,3,,1,,,,,,2,,,,,,,,,1,,
ICHvk2/04,,1,1,,,2,,2,,1,2,,1,,,,,,2,,,,,,,,,3,,
ICHvk2/05,,1,,,,3,,1,,1,,,1,,,,,,2,,,,,,,,,3,,
ICHvk2/06,,1,,,,3,,2,,,,,1,,,,,,2,,,,,,,,,3,,
ICHvk2/07,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,1,,
ICHwc/01,,1,1,,,3,,,,1,,,3,,,,,,2,,,,,,,,,3,,
ICHwc/02,,,1,,,1,,,,,,,1,,,,,,3,,,,,,,,,,,
ICHwc/03,,,1,,,3,,,,1,,,3,,,,,,3,,,,,,,,,3,,
ICHwc/04,,1,1,,,3,,,,1,,,2,,,,,,1,,,,,,,,,3,,
ICHwc/05,,1,1,,,3,,,,1,,,2,,,,,,1,,,,,,,,,3,,
ICHwc/06,,1,1,,,3,,,,1,,,1,,,,,,1,,,,,,,,,3,,
ICHwc/07,,,,,,2,,,,,,,1,,,,,,1,,,,,,,,,3,,
ICHwc/08,,1,1,,,3,,,,1,,,1,,,,,,,,,,,,,,,3,,
ICHwc/51,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,
ICHwc/52,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,
ICHwk1/01,,1,1,,,2,,3,,1,3,,3,,,1,,,1,1,,,,,,,,3,,
ICHwk1/02,,,,,,1,,1,,,3,,1,,,,,,3,1,,,,,,,,1,,
ICHwk1/03,,,,,,1,,2,,,3,,2,,,1,,,3,1,,,,,,,,1,,
ICHwk1/04,,1,1,,,1,,2,,1,3,,2,,,1,,,1,1,,,,,,,,2,,
ICHwk1/05,,1,1,,,2,,3,,1,2,,2,,,2,,,1,1,,,,,,,,3,,
ICHwk1/06,,1,1,,,3,,3,,1,,,2,,,,,,1,1,,,,,,,,3,,
ICHwk1/07,,1,1,,,2,,3,,1,,,3,,,,,,1,1,,,,,,,,3,,
ICHwk1/08,,1,1,,,2,,3,,1,,,3,,,,,,1,,,,,,,,,3,,
ICHwk2/01,,1,1,,,2,,2,,1,3,,2,,,,,,3,,,,,,,,,3,,
ICHwk2/02,,,1,,,1,,1,,,3,,1,,,,,,3,,,,,,,,,,,
ICHwk2/03,,,1,,,1,,1,,,3,,1,,,,,,3,,,,,,,,,,,
ICHwk2/04,,,1,,,1,,1,,1,3,,2,,,,,,3,,,,,,,,,1,,
ICHwk2/05,,1,,,,2,,2,,,,,,,,,,,3,,,,,,,,,3,,
ICHwk2/06,,1,,,,2,,,,,,,,,,,,,2,,,,,,,,,3,,
ICHwk2/07,,1,1,,,2,,2,,1,3,,2,,,,,,2,,,,,,,,,3,,
ICHwk2/08,,1,,,,2,,2,,,,,1,,,,,,,,,,,,,,,3,,
ICHwk3/01,,1,1,,,2,,3,,1,2,,2,,,,,,2,,,,,,,,,3,,
ICHwk3/02,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,1,,
ICHwk3/03,,,1,,,1,,1,,1,3,,2,,,,,,2,,,,,,,,,1,,
ICHwk3/04,,,1,,,1,,1,,1,3,,2,,,,,,3,,,,,,,,,1,,
ICHwk3/05,,1,1,,,2,,3,,1,3,,1,,,,,,2,,,,,,,,,3,,
ICHwk3/06,,1,1,,,2,,3,,1,,,1,,,,,,2,,,,,,,,,3,,
ICHwk3/07,,1,1,,,,,1,,1,,,2,,,,,,3,,,,,,,,,2,,
ICHwk3/08,,1,,,,2,,3,,,,,2,,,,,,,,,,,,,,,3,,
ICHwk3/09,,,,,,2,,,,,,,,,,,,,3,,,,,1,,,,,,
ICHwk4/01,,1,1,,,2,,3,,1,3,,3,,,1,,,3,2,,,,,,,,3,,
ICHwk4/02,,,1,,,1,,,,,3,,1,,,,,,3,,,,,,,,,,,
ICHwk4/03,,,1,,,,,,,,3,,1,,,,,,3,,,,,,,,,1,,
ICHwk4/04,,,1,,,2,,,,,3,,2,,,,,,3,,,,,,,,,3,,
ICHwk4/05,,,1,,,1,,1,,1,3,,2,,,,,,3,,,,,,,,,1,,
ICHwk4/06,,1,1,,,2,,,,1,,,1,,,,,,2,,,,,,,,,3,,
ICHwk4/07,,1,1,,,2,,2,,1,3,,2,,,,,,2,,,,,,,,,3,,
ICHwk4/08,,1,,,,2,,2,,,,,,,,,,,2,,,,,,,,,3,,
ICHxw/01,,,1,,2,,,1,,1,3,,1,,,3,,,3,2,3,,,,,,,,,
ICHxw/101,,,1,,2,,,2,,1,3,,1,,,3,,,1,2,1,,,,,,,,,
ICHxw/102,,,,,,,,,,1,3,,,,,,,,,,3,,,,,,,,,
ICHxw/103,,,1,,,,,,,1,3,,,,,1,,,,,3,,,,,,,,,
ICHxw/104,,,1,,1,,,1,,1,3,,,,,3,,,1,1,2,,,,,,,,,
ICHxw/110,,1,1,,2,,,3,,1,3,,2,,,3,,,,2,,,,,,,,1,,
ICHxw/111,,1,1,,2,,,3,,1,3,,2,,,3,,,,2,,,,,,,,1,,
ICHxw/112,,1,1,,,,,3,,,,,3,,,,,,,1,,,,,,,,3,,
ICHxw/113,,1,1,,,,,3,,1,,,3,,,,,,,1,,,,,,,,3,,
ICHxwa/101,,,1,,2,,,2,,1,3,,1,,,3,,,1,2,1,,,,,,,,,
ICHxwa/102,,,1,,,,,,,1,3,,,,,,,,,,3,,,,,,,,,
ICHxwa/103,,,1,,,,,,,1,3,,,,,1,,,,,3,,,,,,,,,
ICHxwa/104,,,1,,1,,,1,,1,3,,,,,3,,,1,1,2,,,,,,,,,
ICHxwa/110,,1,1,,2,,,3,,1,3,,2,,,3,,,,2,,,,,,,,1,,
ICHxwa/111,,1,1,,2,,,3,,1,3,,2,,,3,,,,2,,,,,,,,1,,
ICHxwa/112,,1,1,,,,,3,,,,,3,,,,,,,2,,,,,,,,3,,
ICHxwa/113,,1,1,,,,,3,,1,,,3,,,,,,,2,,,,,,,,3,,
IDFdk1/01,,,1,,,,,,,,3,,,,,1,,,3,,2,,,,,,,1,,
IDFdk1/02,,,1,,,,,,,,3,,,,,,,,,,3,,,,,,,,,
IDFdk1/03,,,1,,,,,,,,3,,,,,,,,3,,2,,,,,,,,,
IDFdk1/04,,,1,,,,,,,,3,,,,,,,,3,,2,,,,,,,1,,
IDFdk1/05,,1,1,,,2,,,,1,3,,,,,1,,,2,,,,,,,,,3,,
IDFdk1/06,,1,1,,,1,,,,1,2,,,,,,,,3,,,,,,,,,3,,
IDFdk1a/94,,,1,,,,,,,,2,,,,,,,,1,,,,,,,,,,,
IDFdk2/01,,,1,,,,,,,,3,,,,,1,,,3,,2,,,,,,,1,,
IDFdk2/02,,,1,,,,,,,,3,,,,,,,,,,3,,,,,,,,,
IDFdk2/03,,,1,,,,,,,,3,,,,,,,,3,,2,,,,,,,,,
IDFdk2/04,,,1,,,,,,,,3,,,,,1,,,3,,2,,,,,,,2,,
IDFdk2/05,,1,1,,,1,,1,,1,3,,,,,1,,,2,,,,,,,,,3,,
IDFdk2/06,,1,1,,,1,,,,1,2,,,,,,,,3,,,,,,,,,3,,
IDFdk2/07,,1,1,,,1,,1,,1,,,,,,,,,3,,,,,,,,,3,,
IDFdk3/01,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,1,,
IDFdk3/02,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
IDFdk3/03,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
IDFdk3/04,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
IDFdk3/05,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
IDFdk3/06,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
IDFdk3/07,,,1,,,,,,,1,3,,,,,,,,3,,,,,,,,,3,,
IDFdk3/08,,1,1,,,,,,,1,3,,,,,,,,3,,,,,,,,,3,,
IDFdk3/09,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,3,,
IDFdk4/01,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,1,,
IDFdk4/02,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
IDFdk4/03,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
IDFdk4/04,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
IDFdk4/05,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
IDFdk4/06,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,1,,
IDFdk4/07,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
IDFdk4/08,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,3,,
IDFdk4/09,,1,1,,,,,,,,3,,,,,,,,3,,,,,,,,,3,,
IDFdk4/10,,1,1,,,,,,,,,,,,,,,,2,,,,,,,,,3,,
IDFdm1/01,,,1,,,1,,,,1,3,,,,,3,,,3,,2,,,,,,,1,,
IDFdm1/03,,,1,,,,,,,,3,,,,,,,,1,,3,,,,,,,,,
IDFdm1/04,,,1,,,,,,,,3,,,,,3,,,3,,3,,,,,,,1,,
IDFdm1/05,,,1,,,1,,1,,3,3,,,,,3,,,3,,1,,,,,,,2,,
IDFdm1/06,,1,1,,,1,,1,,1,3,,,,,3,,,2,,,,,,,,,3,,
IDFdm1/07,,1,1,,,1,,,,1,2,,,,,2,,,3,,,,,,,,,3,,
IDFdm2/01,,,1,,,,,,,1,3,,,,,3,,,2,,3,,,,,,,,,
IDFdm2/03,,,1,,,,,,,,3,,,,,2,,,1,,3,,,,,,,,,
IDFdm2/04,,,1,,,,,,,1,3,,,,,3,,,3,,1,,,,,,,2,,
IDFdm2/05,,1,1,,,,,,,1,2,,,,,2,,,3,,,,,,,,,3,,
IDFdm2/07,,1,,,,,,,,1,2,,,,,2,,,2,,,,,,,,,3,,
IDFmw1/01,,,1,,,,,1,,1,3,,,,,3,,,2,,2,,,,,,,1,,
IDFmw1/01-YC,,1,1,,,,,1,,1,3,,,,,3,,,3,,2,,,,,,,1,,
IDFmw1/02,,,,,,,,,,,3,,,,,,,,1,,3,,,,,,,,,
IDFmw1/03,,,1,,,,,,,1,3,,,,,1,,,2,,3,,,,,,,,,
IDFmw1/04,,,1,,,,,1,,1,3,,,,,3,,,3,,2,,,,,,,1,,
IDFmw1/05,,1,1,,,1,,1,,1,3,,,,,3,,,2,,,,,,,,,3,,
IDFmw1/06,,1,1,,,1,,1,,1,2,,,,,2,,,1,,,,,,,,,3,,
IDFmw2/01,,,1,,,,,1,,1,3,,,,,1,,,3,,1,,,,,,,1,,
IDFmw2/01-YC,,1,1,,,1,,1,,1,3,,,,,1,,,3,,,,,,,,,1,,
IDFmw2/01-YS,,,1,,,,,,,1,3,,,,,1,,,2,,,,,,,,,1,,
IDFmw2/02,,,1,,,,,,,,3,,,,,,,,,,2,,,,,,,,,
IDFmw2/03,,,1,,,,,1,,1,3,,,,,1,,,3,,2,,,,,,,1,,
IDFmw2/04,,1,1,,,1,,1,,1,3,,,,,1,,,2,,,,,,,,,3,,
IDFmw2/05,,1,1,,,1,,1,,1,,,,,,,,,3,,,,,,,,,3,,
IDFww/01,,1,,,,,,1,,1,3,,1,,,1,1,,2,,2,,,,,,,,,
IDFww/02,,,,,,1,,1,,,1,,,,,1,1,,3,,,,,,,,,1,,
IDFww/03,,1,,,,,,,,1,3,,,,,1,1,,2,,2,,,,,,,1,,
IDFww/04,,1,,,,,,1,,1,3,,,,,1,3,,1,,2,,,,,,,,,
IDFww/05,,3,,,,,,3,,1,3,,1,,,,3,,,,,,,,,1,,1,,
IDFww/06,,1,,,2,,,3,,1,3,,1,,,,1,,,,,,,,,1,,3,,
IDFww/07,,3,,,,,,3,,1,,,,,,,3,,1,,,,,,,1,,2,,
IDFxh1/01,,,1,,,,,,,,3,,,,,2,,,,,3,,,,,,,,,
IDFxh1/02,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,
IDFxh1/03,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,
IDFxh1/04,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,
IDFxh1/05,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,
IDFxh1/06,,,1,,,,,,,,3,,,,,2,,,,,3,,,,,,,,,
IDFxh1/07,,,1,,,,,1,,,3,,,,,2,,,,,3,,,,,,,,,
IDFxh1/08,,1,1,,,,,1,,1,3,,,,,1,,,2,,3,,,,,,,3,,
IDFxh1a/98,,,1,,,,,,,,2,,,,,,,,,,2,,,,,,,,,
IDFxh2/01,,,1,,,,,,,,3,,,,,,,,,,3,,,,,,,,,
IDFxh2/02,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,
IDFxh2/03,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,
IDFxh2/04,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,
IDFxh2/05,,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,
IDFxh2/06,,,1,,,,,,,,3,,,,,,,,,,3,,,,,,,,,
IDFxh2/07,,1,1,,,,,1,,1,3,,,,,,,,,,2,,,,,,,2,,
IDFxh2/08,,1,1,,,,,,,1,2,,,,,,,,2,,,,,,,,,3,,
IDFxh2a/95,,,1,,,,,,,,2,,,,,,,,,,2,,,,,,,,,
IDFxm/00,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,
IDFxm/01b,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
IDFxm/02,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
IDFxm/03,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,
IDFxm/04,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,
IDFxm/05,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,
IDFxm/06,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,
IDFxm/07,,,1,,,,,,,1,3,,,,,,,,,,,,,,,,,,,
IDFxm/08,,1,1,,,,,,,,3,,,,,,,,1,,,,,,,,,3,,
IDFxm/09,,1,1,,,,,,,,,,,,,,,,3,,,,,,,,,3,,
IDFxw/01,,,1,,,,,,,,3,,,,,,,,,,3,,,,,,,,,
IDFxw/02,,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,
IDFxw/03,,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,
IDFxw/04,,,1,,,,,,,,3,,,,,,,,,,3,,,,,,,,,
IDFxw/05,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,
IDFxw/06,,1,1,,,,,,,1,3,,,,,,,,,,,,,,,,,3,,
IDFxw/07,,1,1,,,,,,,1,3,,,,,,,,,,,,,,,,,3,,
MHmm1/01,,,,3,,,1,2,,,1,3,2,,,,,,,,,,,,1,2,,,,3
MHmm1/02,,,,2,,,,,,,,3,,,,,,,,,,,,,2,,,,,3
MHmm1/03,,,,3,,,1,,,,,3,1,,,,,,,,,,,,1,,,,,3
MHmm1/04,,,,3,,,,,,,,3,1,,,,,,,,,,,,,,,,,3
MHmm1/05,,,,3,,,,,,,,2,1,,,,,,,,,,,,,,,,,3
MHmm1/06,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,3
MHmm1/07,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,3
MHmm1/08,,,,1,,,,,,,,3,1,,,,,,,,,,,,,,,,,3
MHmm1/09,,,,1,,,,,,,,2,1,,,,,,,,,,,,,,,,,3
MHmm1/6,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,3
MHmm1/7,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,3
MHmm2/01,,,,3,,1,1,2,,,1,3,2,,,,,,,,,,,,2,,,,,2
MHmm2/02,,,,2,,3,,,,,,3,1,,,,,,,,,,,,2,,,,,2
MHmm2/03,,,,3,,1,1,,,,,3,1,,,,,,,,,,,,3,,,,,2
MHmm2/04,,,,3,,1,,,,,,3,1,,,,,,,,,,,,,,,,,2
MHmm2/05,,,,3,,1,1,,,,,2,1,,,,,,,,,,,,3,,,,,2
MHmm2/06,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,2
MHmm2/07,,,,3,,,,,,,,2,1,,,,,,,,,,,,3,,,,,2
MHmm2/08,,,,1,,1,,,,,,3,1,,,,,,,,,,,,,,,,,2
MHmm2/09,,,,1,,,,,,,,3,1,,,,,,,,,,,,1,,,,,2
MHwh/01,,,,3,,,,2,,,,3,2,,,,,,,,,,,,,2,,,,3
MHwh/02,,,,1,,,,2,,,,3,,,,,,,,,,,,,,,,,,3
MHwh/03,,,,,,,,2,,,,3,1,,,,,,,,,,,,,2,,,,3
MHwh/04,,,,3,,,,2,,,,3,2,,,,,,,,,,,,,,,,,3
MHwh/05,,,,3,,,,2,,,,2,2,,,,,,1,,,,,,,2,,,,3
